,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
2113,XULGATH STONELIEGE,8,135,26,Attack 1,"Melee digging bar +18 (fatal d12, forceful, versatile B), Damage 2d10+9 piercing",Melee,18.0,False
2114,XULGATH THOUGHTMAW,15,280,36,Attack 1,"Melee spear +30 (magical), Damage 2d6+10 piercing",Melee,30.0,False
2115,XULGATH WARRIOR,1,21,16,Attack 1,"Melee club +9, Damage 1d6+4 bludgeoning",Melee,9.0,False
2116,YAASHKA,5,80,22,Attack 1,"Melee spiked gauntlet +16 (agile, magical), Damage 2d4+4 piercing plus demonic condemnation",Melee,16.0,True
2117,YAGANTY,10,200,29,Attack 1,"Melee candle fingers +20 (fire, magical, reach 10 feet), Damage 3d10+5 fire",Melee,20.0,False
2118,YAMARAJ,20,375,45,Attack 1,"Melee jaws +38 (magical, reach 15 feet), Damage 4d8+18 piercing plus Improved Grab and yamaraj venom and spirit touch",Melee,38.0,False
2119,YASH,1,18,18,Attack 1,"Melee sickle +8 (agile, finesse, trip), Damage 1d4+3 slashing",Melee,8.0,True
2120,YELLOW MUSK BRUTE,2,45,15,Attack 1,"Melee fist +11 (reach 10 feet), Damage 1d12+5 bludgeoning plus Improved Push 5 feet",Melee,11.0,False
2121,YELLOW MUSK CREEPER,2,34,18,Attack 1,"Melee tendril +9 (reach 10 feet), Damage 1d10+3 piercing",Melee,9.0,False
2122,YELLOW MUSK THRALL,-1,12,14,Attack 1,"Melee fist +7, Damage 1d4+3 bludgeoning plus Grab and pollen touch",Melee,7.0,False
2123,YESUVETH,18,335,42,Attack 1,"Melee jaws +35 (cold, magical, reach 10 feet), Damage 3d10+14 piercing plus 2d6 cold",Melee,35.0,False
2124,YETH HOUND,3,55,18,Attack 1,"Melee jaws +11, Damage 1d8+6 piercing plus 1d6 evil, Knockdown, and sinister bite",Melee,11.0,False
2125,YETI,5,115,21,Attack 1,"Melee claw +15, Damage 2d10+5 slashing",Melee,15.0,False
2126,YGRACIX,1,63,17,Attack 1,"Melee stinger +9 (agile, evil, finesse, magical), Damage 1d-1 piercing plus 1d4 evil and imp venom",Melee,9.0,True
2127,YITHIAN,9,112,27,Attack 1,"Melee pincer +19 (agile, deadly d10), Damage 2d12+7 bludgeoning",Melee,19.0,True
2128,YOLETCHA,2,34,17,Attack 1,"Melee bastard sword +10 (two-hand d12), Damage 1d8+4 piercing",Melee,10.0,False
2129,YORIL,3,45,17,Attack 1,"Melee trident +10 (fatal d10, thrown 20 feet), Damage 2d8+1 piercing",Melee,10.0,False
2130,YOUNG AHUIZOTL,4,68,20,Attack 1,"Melee jaws +14, Damage 2d8+4 piercing",Melee,14.0,False
2131,YOUNG BLACK DRAGON,7,125,25,Attack 1,"Melee jaws +19 (acid, reach 10 feet), Damage 2d10+9 piercing plus 1d6 acid",Melee,19.0,False
2132,YOUNG BLUE DRAGON,9,170,28,Attack 1,"Melee jaws +21 (electricity, reach 10 feet), Damage 2d8+11 piercing plus 1d12 electricity",Melee,21.0,False
2133,YOUNG BRASS DRAGON,7,125,25,Attack 1,"Melee jaws +19 (fire, reach 10 feet), Damage 2d6+8 piercing plus 1d8 fire",Melee,19.0,False
2134,YOUNG BRINE DRAGON,8,142,27,Attack 1,"Melee jaws +20 (acid, reach 10 feet), Damage 2d10+8 piercing plus 2d4 acid",Melee,20.0,False
2135,YOUNG BRONZE DRAGON,9,170,28,Attack 1,"Melee jaws +21 (electricity, reach 10 feet), Damage 2d8+11 piercing plus 1d12 electricity",Melee,21.0,False
2136,YOUNG CLOUD DRAGON,10,175,30,Attack 1,"Melee jaws +23 (electricity, reach 10 feet), Damage 2d10+13 piercing plus 1d12 electricity",Melee,23.0,False
2137,YOUNG COPPER DRAGON,8,150,27,Attack 1,"Melee jaws +20 (acid, reach 10 feet), Damage 2d8+8 piercing plus 1d8 acid",Melee,20.0,False
2138,YOUNG CRYSTAL DRAGON,7,105,27,Attack 1,"Melee jaws +18 (sonic, reach 10 feet), Damage 2d8+8 slashing plus 2d6 piercing",Melee,18.0,False
2139,YOUNG FOREST DRAGON,10,195,30,Attack 1,"Melee jaws +23 (reach 10 feet), Damage 2d10+12 piercing plus 1d6 poison",Melee,23.0,False
2140,YOUNG GOLD DRAGON,11,230,32,Attack 1,"Melee jaws +24 (fire, reach 10 feet), Damage 2d10+12 piercing plus 2d6 fire",Melee,24.0,False
2141,YOUNG GREEN DRAGON,8,135,28,Attack 1,"Melee jaws +20 (poison, reach 10 feet), Damage 2d10+8 piercing plus 2d4 poison",Melee,20.0,False
2142,YOUNG MAGMA DRAGON,9,175,28,Attack 1,"Melee jaws +21 (fire, reach 10 feet), Damage 2d10+8 piercing plus 2d6 fire",Melee,21.0,False
2143,YOUNG RED DRAGON,10,210,30,Attack 1,"Melee jaws +23 (fire, reach 10 feet), Damage 2d12+12 piercing plus 2d6 fire",Melee,23.0,False
2144,YOUNG SEA DRAGON,8,140,27,Attack 1,"Melee jaws +20 (reach 10 feet), Damage 2d10+11 piercing plus hyponatremia (page 78)",Melee,20.0,False
2145,YOUNG SEA SERPENT,1,20,16,Attack 1,"Melee jaws +9 (reach 10 feet), Damage 1d6+2 piercing plus Grab",Melee,9.0,False
2146,YOUNG SILVER DRAGON,10,200,31,Attack 1,"Melee jaws +23 (cold, reach 10 feet), Damage 2d10+12 piercing plus 2d6 cold",Melee,23.0,False
2147,YOUNG SKY DRAGON,9,155,28,Attack 1,"Melee jaws +21 (reach 10 feet), Damage 2d8+12 piercing plus 1d12 electricity",Melee,21.0,False
2148,YOUNG SOVEREIGN DRAGON,11,195,31,Attack 1,"Melee jaws +24 (reach 10 feet), Damage 2d8+13 piercing plus 2d6 mental",Melee,24.0,False
2149,YOUNG UMBRAL DRAGON,11,195,31,Attack 1,"Melee jaws +24 (negative, reach 10 feet), Damage 2d10+13 piercing plus 2d6 negative",Melee,24.0,False
2150,YOUNG UNDERWORLD DRAGON,7,115,25,Attack 1,"Melee jaws +18 (reach 10 feet), Damage 2d8+8 piercing plus 1d6 fire",Melee,18.0,False
2151,YOUNG WHITE DRAGON,6,115,23,Attack 1,"Melee jaws +17 (cold, reach 10 feet), Damage 2d8+9 piercing plus 1d6 cold",Melee,17.0,False
2152,YROACK,1,24,16,Attack 1,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",Melee,8.0,False
2153,YSONDKHELIR,8,100,27,Attack 1,"Melee kukri +18 (agile, finesse, magical, trip), Damage 2d6+6 slashing plus 1d6 persistent bleed",Melee,18.0,True
2154,YVELLE,9,155,27,Attack 1,"Melee sickle +20 (agile, finesse, trip), Damage 2d4+8 slashing",Melee,20.0,True
2155,YZOBU,1,25,16,Attack 1,"Melee horn +7, Damage 1d6+4 piercing",Melee,7.0,False
2156,ZARAMUUN,16,291,39,Attack 1,"Melee fist +33, Damage 4d12+13 bludgeoning",Melee,33.0,False
2157,ZARF,2,25,17,Attack 1,"Melee claw +7 (agile, finesse), Damage 1d-1 slashing",Melee,7.0,True
2158,ZASHATHAL HEAD-TAKER,15,250,36,Attack 1,"Melee ankylostar +30 (backswing, magical, shove, versatile P), Damage 3d10+12 bludgeoning",Melee,30.0,False
2159,ZATQUALMISH,4,55,21,Attack 1,"Melee dagger +9 (agile, finesse, thrown 10 ft., versatile S), Damage 1d4 piercing",Melee,9.0,True
2160,ZATQUALMISH,6,76,24,Attack 1,"Melee rapier +12 (deadly d8, disarm, finesse), Damage 1d6+1 piercing",Melee,12.0,False
2161,ZEAL-DAMNED GHOUL,10,175,29,Attack 1,"Melee jaws +22 (finesse), Damage 2d6+8 piercing plus 1d6 chaotic, 1d6 negative, ghoul fever, and paralysis",Melee,22.0,False
2162,ZEALBORN,12,210,33,Attack 1,"Melee morningstar +24 (magical, versatile P), Damage 2d6+9 bludgeoning plus 2d6 chaotic and 2d6 negative",Melee,24.0,False
2163,ZEALOT,4,58,22,Attack 1,"Melee mace +12 (shove), Damage 1d8+4 bludgeoning",Melee,12.0,False
2164,ZEBUB (ACCUSER DEVIL),3,30,20,Attack 1,"Melee mandibles +12 (evil, finesse, magical), Damage 1d10+3 piercing plus 1d6 evil and Cocytan filth",Melee,12.0,False
2165,ZELEKHUT,9,160,28,Attack 1,"Melee chain +21 (lawful, magical, reach 10 feet), Damage 2d10+6 slashing plus 2d6 electricity and 1d6 lawful plus Knockdown",Melee,21.0,False
2166,ZEPHYR GUARD,14,255,36,Attack 1,"Melee scimitar +30 (forceful, magical, sweep), Damage 2d6+14 slashing plus subduing strikes",Melee,30.0,False
2167,ZEPHYR HAWK,3,36,21,Attack 1,"Melee wing +11 (agile, finesse), Damage 1d8+4 slashing",Melee,11.0,True
2168,ZETOGEKI,7,90,22,Attack 1,"Melee jaws +18 (reach 10 feet), Damage 2d8+11 piercing plus Grab (page 305)",Melee,18.0,False
2169,ZHUGHURR,3,44,20,Attack 1,"Melee dagger +11 (agile, versatile S), Damage 1d4+6 piercing",Melee,11.0,True
2170,ZINOGYVAZ,16,240,39,Attack 1,"Melee fangs +32, Damage 4d6+15 piercing plus Grab and vampire drider venom",Melee,32.0,False
2171,ZOMBIE BRUTE,2,70,15,Attack 1,"Melee fist +11 (reach 10 feet), Damage 1d12+5 bludgeoning plus Improved Push 5 feet",Melee,11.0,False
2172,ZOMBIE CHARGER,-1,16,12,Attack 1,"Melee fist +7, Damage 1d6+3 bludgeoning plus Grab",Melee,7.0,False
2173,ZOMBIE DRAGON,9,210,27,Attack 1,"Melee upper jaw +21 (reach 15 feet), Damage 2d10+12 piercing",Melee,21.0,False
2174,ZOMBIE HULK,6,160,21,Attack 1,"Melee hunk of meat +17 (reach 15 feet), Damage 2d10+9 bludgeoning",Melee,17.0,False
2175,ZOMBIE RIDING HORSE,1,50,13,Attack 1,"Melee jaws +7, Damage 1d8+4 slashing",Melee,7.0,False
2176,ZOMBIE SHAMBLER,-1,20,12,Attack 1,"Melee fist +7, Damage 1d6+3 bludgeoning plus Grab",Melee,7.0,False
2177,ZOMBIE WARHORSE,3,85,17,Attack 1,"Melee jaws +12, Damage 1d12+7 slashing",Melee,12.0,False
2178,ZOMOK,16,310,39,Attack 1,"Melee jaws +33 (magical, reach 15 feet), Damage 3d12+17 piercing plus Improved Grab",Melee,33.0,False
2179,ZORT,1,18,18,Attack 1,"Melee sickle +8 (agile, finesse, trip), Damage 1d4+3 slashing",Melee,8.0,True
2180,ZOZZLARIN,3,30,20,Attack 1,"Melee mandibles +12 (evil, finesse, magical), Damage 1d10+3 piercing plus 1d6 evil and Cocytan filth",Melee,12.0,False
2181,ZRUKBAT,2,30,18,Attack 1,"Melee claw +11, Damage 1d8+3 slashing",Melee,11.0,False
2182,ZUFERIAN,15,265,36,Attack 1,"Melee light mace (agile, finesse, shove) +30, Damage 2d4+8",Melee,30.0,True
2183,ZUIPNYRN,3,35,20,Attack 1,"Melee eye stalk +8 (agile), Damage 2d4+2 bludgeoning",Melee,8.0,True
2184,ZUISHIN,10,200,30,Attack 1,"Melee katana +23 (deadly d8, magical, two-hand d10, versatile P), Damage 2d6+9 slashing plus 1d6 good",Melee,23.0,False
2185,ZUNKRI,7,115,23,Attack 1,"Melee light mace +15 (agile, magical, shove), Damage 1d4+4 bludgeoning",Melee,15.0,True
2186,ZYSS SERPENTFOLK,2,25,18,Attack 1,"Melee fangs +10 (finesse), Damage 1d6+1 piercing plus serpentfolk venom",Melee,10.0,False
2187,AADRUSHIAN,13,275,33,Attack 2,"Melee fist +26 (agile, nonlethal, reach 10 feet), Damage 3d8+18 bludgeoning plus pall of shadow",Melee,26.0,True
2188,AAPOPH SERPENTFOLK,3,60,18,Attack 2,"Melee fangs +11, Damage 1d8+6 piercing plus serpentfolk venom",Melee,11.0,False
2189,AASIMAR,5,73,23,Attack 2,"Ranged crossbow +12 (range increment 120 feet, reload 1), Damage 1d8+3 piercing",Range,12.0,False
2190,ABBERTON RUFFIANS,-1,8,13,Attack 2,"Melee fist +7 (agile, nonlethal), Damage 1d4+3 bludgeoning",Melee,7.0,True
2191,ABRIKANDILU (WRECKER DEMON),4,70,19,Attack 2,"Melee jaws +14, Damage 3d6+4 piercing plus mutilating bite",Melee,14.0,False
2192,ABYSSAL FUNGI,2,45,18,Attack 2,"Ranged spore pod +9 (range increment 30 feet), Damage 1d6+2 bludgeoning plus spores",Range,9.0,False
2193,ABYSSAL FUNGI,2,45,18,Attack 2,"Ranged spore pod +9 (range increment 30 feet), Damage 1d6+2 bludgeoning plus spores",Range,9.0,False
2194,ACCURSED FORGE-SPURNED,15,285,37,Attack 2,"Melee warhammer +31 (shove), Damage 2d8+14 bludgeoning",Melee,31.0,False
2195,ACOLYTE,1,16,15,Attack 2,"Ranged crossbow +5 (range increment 120 feet, reload 1), Damage 1d8 piercing",Range,5.0,False
2196,ACOLYTE OF NETHYS,1,16,15,Attack 2,"Ranged crossbow +5 (range increment 120 feet, reload 1), Damage 1d8 piercing",Range,5.0,False
2197,ACROBAT,2,28,18,Attack 2,"Melee foot +10 (agile, finesse, nonlethal), Damage 1d4+4 bludgeoning",Melee,10.0,True
2198,ADACHROS,13,225,34,Attack 2,"Ranged psychic shard +27 (magical, range increment 60 feet), Damage 3d8+14 piercing",Range,27.0,False
2199,ADHUKAIT,7,130,25,Attack 2,"Melee claw +18 (agile), Damage 1d6+9 slashing and 1d4 evil",Melee,18.0,True
2200,ADLET,10,180,30,Attack 2,"Melee jaws +19, Damage 2d8+9 slashing plus 1d6 cold",Melee,19.0,False
2201,ADOLESCENT SEA SERPENT,3,44,18,Attack 2,"Ranged waterspout +10 (brutal, range increment 30 feet, water), Damage adolescent sea serpent algae",Range,10.0,False
2202,ADRIVALLO,10,210,28,Attack 2,"Ranged dagger +23 (agile, thrown 10 feet, versatile S), Damage 1d4+11 piercing",Range,23.0,True
2203,ADULT BLACK DRAGON,11,215,31,Attack 2,"Melee claw +25 (agile, magical), Damage 2d10+13 slashing",Melee,25.0,True
2204,ADULT BLUE DRAGON,13,260,34,Attack 2,"Melee claw +27 (magical, agile, reach 10 feet), Damage 3d8+12 slashing",Melee,27.0,True
2205,ADULT BRASS DRAGON,11,215,31,Attack 2,"Melee claw +24 (agile, magical), Damage 2d10+12 slashing",Melee,24.0,True
2206,ADULT BRINE DRAGON,12,222,33,Attack 2,"Melee claw +26 (agile, magical, reach 10 feet), Damage 3d8+12 slashing",Melee,26.0,True
2207,ADULT BRONZE DRAGON,13,260,34,Attack 2,"Melee claw +28 (agile, magical, reach 10 feet), Damage 2d10+15 slashing",Melee,28.0,True
2208,ADULT CLOUD DRAGON,14,254,36,Attack 2,"Melee claw +29 (agile, magical, reach 10 feet), Damage 3d10+15 slashing",Melee,29.0,True
2209,ADULT COPPER DRAGON,12,235,33,Attack 2,"Melee claw +26 (agile, magical), Damage 3d8+12 slashing",Melee,26.0,True
2210,ADULT CRYSTAL DRAGON,11,185,33,Attack 2,"Melee claw +24 (agile, magical, reach 10 feet), Damage 2d8+13 slashing",Melee,24.0,True
2211,ADULT FOREST DRAGON,14,290,36,Attack 2,"Melee claw +29 (agile, magical, reach 10 feet), Damage 3d8+13 slashing plus Grab (page 305)",Melee,29.0,True
2212,ADULT GOLD DRAGON,15,330,38,Attack 2,"Melee claw +30 (agile, magical, reach 10 feet), Damage 3d10+15 slashing",Melee,30.0,True
2213,ADULT GREEN DRAGON,12,215,34,Attack 2,"Melee claw +26 (agile, magical, reach 10 feet), Damage 3d8+12 slashing",Melee,26.0,True
2214,ADULT MAGMA DRAGON,13,270,34,Attack 2,"Melee claw +27 (agile, magical, reach 10 feet), Damage 3d10+11 slashing",Melee,27.0,True
2215,ADULT RED DRAGON,14,305,37,Attack 2,"Melee claw +29 (agile, magical, reach 10 feet), Damage 3d10+15 slashing",Melee,29.0,True
2216,ADULT SEA DRAGON,12,225,33,Attack 2,"Melee claw +26 (agile, magical, reach 10 feet), Damage 3d8+12 slashing plus Grab (page 305)",Melee,26.0,True
2217,ADULT SILVER DRAGON,14,295,37,Attack 2,"Melee claw +29 (agile, magical, reach 10 feet), Damage 3d8+13 slashing",Melee,29.0,True
2218,ADULT SKY DRAGON,13,235,34,Attack 2,"Melee claw +27 (agile, magical, reach 10 feet), Damage 3d8+13 slashing plus Grab (page 305)",Melee,27.0,True
2219,ADULT SOVEREIGN DRAGON,15,275,37,Attack 2,"Melee claw +30 (agile, magical, reach 10 feet), Damage 3d10+14 slashing plus Grab (page 305)",Melee,30.0,True
2220,ADULT UMBRAL DRAGON,15,275,37,Attack 2,"Melee claw +30 (agile, magical, reach 10 feet), Damage 3d10+14 slashing",Melee,30.0,True
2221,ADULT UNDERWORLD DRAGON,11,195,31,Attack 2,"Melee claw +24 (agile, magical), Damage 2d8+13 slashing plus adamantine claws and Grab (page 305)",Melee,24.0,True
2222,ADULT WHITE DRAGON,10,215,29,Attack 2,"Melee claw +23 (agile, magical), Damage 2d8+13 slashing",Melee,23.0,True
2223,ADVISOR,5,56,21,Attack 2,"Ranged dagger +11 (agile, thrown 10 feet, versatile S), Damage 1d4+2 piercing",Range,11.0,True
2224,AFFLICTED IRNAKURSE,8,152,28,Attack 2,"Melee tentacle +20 (agile, reach 20 feet), Damage 2d8+11 slashing plus mind lash",Melee,20.0,True
2225,AGENT OF THE GRAY QUEEN,19,290,43,Attack 2,"Melee claw +32 (agile, evil, magical, reach 10 feet), Damage 4d6+9 slashing plus 1d6 evil and essence drain",Melee,32.0,True
2226,"AGOLTHOLCH, BRINGER OF ROT",19,370,42,Attack 2,"Ranged spores +37 (chaotic, evil, magical, range increment 80 feet), Damage 4d8+6 poison plus 2d6 chaotic, 2d6 evil, spore blight, and sticky spores",Range,37.0,False
2227,AGRADAEMON (CONFLAGRATION DAEMON),19,400,45,Attack 2,"Ranged lava bomb +35 (range increment 100 feet, splash), Damage 4d8 fire plus 2d6 persistent fire plus 8 fire splash",Range,35.0,False
2228,AHRKINOS,4,70,21,Attack 2,"Melee tail +13 (reach 10 feet), Damage 2d6+6 bludgeoning",Melee,13.0,False
2229,AHRKINOS,6,120,24,Attack 2,"Melee tail +17 (reach 10 feet), Damage 2d6+8 bludgeoning",Melee,17.0,False
2230,AHUIZOTL,6,105,23,Attack 2,"Melee claw +17 (agile), Damage 2d6+8 slashing",Melee,17.0,True
2231,AIVES THE SMOKE DRAGON,4,56,21,Attack 2,"Ranged dagger +13 (agile, thrown 10 feet, versatile S), Damage 1d4+4 piercing plus Smoke Exhalation",Range,13.0,True
2232,AKHA,4,75,21,Attack 2,"Melee claw +14 (agile), Damage 2d4+7 slashing",Melee,14.0,True
2233,AKIZENDRI,3,42,19,Attack 2,"Melee tail +12 (chaotic, finesse, magical), Damage 2d6+3 bludgeoning plus 1d4 chaotic and Grab",Melee,12.0,False
2234,ALAK STAGRAM,2,34,20,Attack 2,"Ranged javelin +7 (versatile P), Damage 1d6+4 piercing",Range,7.0,False
2235,ALCHEMICAL GOLEM,9,150,27,Attack 2,"Ranged bomb +20 (magical, thrown 20 feet), Damage see Generate Bomb",Range,20.0,False
2236,ALCHEMICAL HORROR,21,400,46,Attack 2,"Melee pseudopod +37 (acid, magical, reach 15 feet), Damage 4d10+18 bludgeoning plus 2d6 acid",Melee,37.0,False
2237,ALCHEMIST ASPIRANT,10,175,30,Attack 2,"Ranged alchemical bomb +22 (range increment 30 feet, splash), Damage varies by bomb",Range,22.0,False
2238,ALLER ROSK,5,75,22,Attack 2,"Melee claw +15 (agile), Damage 2d6+7 slashing plus paralysis",Melee,15.0,True
2239,AMALGAMITE,13,220,33,Attack 2,"Ranged warping ray +27 (deadly 2d8, magical, range 100 feet), Damage 3d8+8 force",Range,27.0,False
2240,AMATEUR CHEMIST,5,75,22,Attack 2,"Ranged alchemical bomb +14 (range increment 30 feet, splash), Damage varies by bomb",Range,14.0,False
2241,AMMUT,18,350,41,Attack 2,"Melee foot +30 (deadly d10), Damage 4d8+12 plus stunned 1 (DC 38 Fortitude negates)",Melee,30.0,False
2242,AMPHISBAENA,4,70,21,Attack 2,"Ranged spit +12 (range increment 15 feet), Damage 1d6 poison plus amphisbaena venom and blinding spittle",Range,12.0,False
2243,ANADI ELDER,6,95,23,Attack 2,"Melee fangs +16 (finesse), Damage 2d6+5 piercing plus anadi venom",Melee,16.0,False
2244,ANADI HUNTER,2,27,19,Attack 2,"Melee fangs +10 (finesse), Damage 1d8+2 piercing plus anadi venom",Melee,10.0,False
2245,ANADI SAGE,4,58,21,Attack 2,"Melee fangs +12 (finesse), Damage 2d6+3 piercing plus anadi venom",Melee,12.0,False
2246,ANANCUS,8,170,25,Attack 2,"Melee foot +17 (reach 10 feet), Damage 2d10+9 bludgeoning",Melee,17.0,False
2247,ANATOMICAL MODEL,2,32,17,Attack 2,"Ranged guts +9 (range increment 30 feet), Damage slimy guts",Range,9.0,False
2248,ANATOMICAL MODEL,4,58,21,Attack 2,"Ranged guts +12 (range increment 30 feet), Damage slimy guts",Range,12.0,False
2249,ANCIENT BLACK DRAGON,16,325,39,Attack 2,"Melee claw +33 (agile, magical, reach 10 feet), Damage 3d8+14 slashing",Melee,33.0,True
2250,ANCIENT BLUE DRAGON,18,370,42,Attack 2,"Melee claw +35 (agile, magical, reach 15 feet), Damage 3d10+15 slashing",Melee,35.0,True
2251,ANCIENT BRASS DRAGON,16,325,39,Attack 2,"Melee claw +32 (agile, magical, reach 10 feet), Damage 3d10+15 slashing",Melee,32.0,True
2252,ANCIENT BRINE DRAGON,17,330,40,Attack 2,"Melee claw +34 (agile, magical, reach 15 feet), Damage 3d10+17 slashing",Melee,34.0,True
2253,ANCIENT BRONZE DRAGON,18,360,43,Attack 2,"Melee claw +35 (agile, magical, reach 15 feet), Damage 3d10+16 slashing",Melee,35.0,True
2254,ANCIENT CLOUD DRAGON,19,355,44,Attack 2,"Melee claw +36 (agile, magical, reach 15 feet), Damage 4d10+17 slashing",Melee,36.0,True
2255,ANCIENT COPPER DRAGON,17,345,41,Attack 2,"Melee claw +33 (agile, magical, reach 10 feet), Damage 3d10+16 slashing",Melee,33.0,True
2256,ANCIENT CRYSTAL DRAGON,16,275,42,Attack 2,"Melee claw +33 (agile, magical, reach 15 feet), Damage 3d8+17 slashing",Melee,33.0,True
2257,ANCIENT FOREST DRAGON,19,410,44,Attack 2,"Melee claw +36 (agile, magical, reach 15 feet), Damage 4d8+17 slashing plus Grab (page 305)",Melee,36.0,True
2258,ANCIENT GOLD DRAGON,20,450,46,Attack 2,"Melee claw +38 (agile, magical, reach 15 feet), Damage 4d10+17 slashing",Melee,38.0,True
2259,ANCIENT GREEN DRAGON,17,315,41,Attack 2,"Melee claw +33 (agile, magical, reach 15 feet), Damage 3d10+15 slashing",Melee,33.0,True
2260,ANCIENT MAGMA DRAGON,18,390,42,Attack 2,"Melee claw +36 (agile, magical, reach 15 feet), Damage 3d10+20 slashing",Melee,36.0,True
2261,ANCIENT RED DRAGON,19,425,45,Attack 2,"Melee claw +37 (agile, magical, reach 15 feet), Damage 4d8+17 slashing",Melee,37.0,True
2262,ANCIENT SEA DRAGON,17,350,41,Attack 2,"Melee claw +34 (agile, magical, reach 15 feet), Damage 3d10+16 slashing plus Grab (page 305)",Melee,34.0,True
2263,ANCIENT SILVER DRAGON,19,410,45,Attack 2,"Melee claw +37 (agile, magical, reach 15 feet), Damage 4d8+17 slashing",Melee,37.0,True
2264,ANCIENT SKY DRAGON,18,335,42,Attack 2,"Melee claw +36 (agile, magical, reach 15 feet), Damage 3d10+16 slashing plus Grab (page 305)",Melee,36.0,True
2265,ANCIENT SOVEREIGN DRAGON,20,410,46,Attack 2,"Melee claw +38 (agile, magical, reach 15 feet), Damage 4d8+18 slashing plus Grab (page 305)",Melee,38.0,True
2266,ANCIENT UMBRAL DRAGON,20,375,45,Attack 2,"Melee claw +38 (agile magical, reach 15 feet), Damage 4d10+18 slashing",Melee,38.0,True
2267,ANCIENT UNDERWORLD DRAGON,16,295,39,Attack 2,"Melee claw +32 (agile, magical, reach 10 feet), Damage 3d10+16 slashing plus adamantine claws and Grab",Melee,32.0,True
2268,ANCIENT WHITE DRAGON,15,330,36,Attack 2,"Melee claw +31 (agile, magical, reach 10 feet), Damage 3d10+16 slashing",Melee,31.0,True
2269,ANDROID INFILTRATOR,2,28,18,Attack 2,"Melee fist +10 (agile, finesse, nonlethal), Damage 1d4+2 bludgeoning",Melee,10.0,True
2270,ANGAZHANI,8,180,26,Attack 2,"Melee jaws +20, Damage 2d12+9 piercing",Melee,20.0,False
2271,ANGAZHANI CULTIST,4,60,21,Attack 2,"Ranged spear +11 (fatal d10, thrown 20 feet), Damage 2d6+6 piercing",Range,11.0,False
2272,ANGHEUVORE FLESH-GNAWER,2,30,18,Attack 2,"Melee elven curve blade +10 (finesse, forceful), Damage 1d8+5 slashing",Melee,10.0,False
2273,ANGRY FOX,-1,8,15,Attack 2,"Melee claws +8 (agile, finesse), Damage 1d4 slashing",Melee,8.0,True
2274,ANIMATED ARMOR,2,20,17,Attack 2,"Melee gauntlet +9 (agile, free-hand, magical), Damage 1d6+4 bludgeoning",Melee,9.0,True
2275,ANIMATED COLOSSUS,15,245,39,Attack 2,"Melee foot +32 (agile, magical, reach 20 feet), Damage 3d8+17 bludgeoning",Melee,32.0,True
2276,ANIMATED TREBUCHET,13,200,36,Attack 2,"Ranged rock +28 (brutal, magical, range increment 120 feet), Damage 3d10+11 bludgeoning",Range,28.0,False
